bin,mean,std
26.0,26.249409968345194,4.363035322676845
28.0,25.751566485555553,3.6117332267409625
30.0,26.630707747590844,5.0507468821120804
32.0,30.026873251467624,4.902946263202084
34.0,29.533210751969328,4.928395352489388
36.0,31.124056131294765,5.074085755616093
38.0,30.223859582535123,5.211703741420504
40.0,28.55525422229826,5.1101584919340555
42.0,26.94798587854696,6.3226305332966435
44.0,25.56739689990474,5.844226395047932
46.0,24.050804533052503,5.408124616062686
48.0,24.610253496532394,5.358847193786367
50.0,23.660662595518428,4.6598307576963
52.0,22.178285403648726,3.471854335401184
54.0,22.4834611795875,3.0159221093267354
56.0,24.73123215158371,3.615288654274341
58.0,26.15129917682243,2.8237902937370563
60.0,25.018491092515337,2.580559600077072
62.0,24.2255006473913,1.3296637703208032
64.0,25.924139398076928,5.695530661586685
