bin,mean,std
26.0,17.357260611209984,2.819012111671978
28.0,18.475576945230102,2.2557886621990644
30.0,17.779928367563954,2.3941970136672435
32.0,16.610465664460452,2.1066087440260426
34.0,15.662430857385008,2.4412953754027606
36.0,14.314697013498646,3.1421574977343107
38.0,13.951322090802698,3.0575411628340885
40.0,12.247285823359094,2.8353232707551284
42.0,11.108531349482853,2.6293946307149545
44.0,11.174593347215016,3.1666064053848944
46.0,10.158485352009867,3.3008495678950216
48.0,9.541128903019995,2.7077648447269813
50.0,9.804607321130243,1.9538735649888246
52.0,10.525960134109114,0.9086704922067782
54.0,9.701071205357165,0.9013962620758649
56.0,8.505671062443461,0.8942035604997469
58.0,7.915079063551421,1.010510504047035
60.0,6.859687607361985,0.9763363816649311
62.0,4.684595613043509,1.6218123331731744
64.0,1.41758466538464,3.1702200148068678
