bin,mean,std
26.0,-0.11966143016041463,0.707550307272775
28.0,0.006632142631713379,0.6485123282829504
30.0,0.03012082066265597,0.6096901022402001
32.0,-0.03777874773946667,0.5897618357073895
34.0,-0.05141798037251516,0.4997269791223296
36.0,-0.052014274048908606,0.548802164853942
38.0,-0.11726653899291213,0.5400953613447739
40.0,-0.06334994147474539,0.555838818788229
42.0,-0.17558176687197222,0.5168126551433003
44.0,-0.08447601306050197,0.5229398379941704
46.0,-0.081118176665674,0.523243767557648
48.0,-0.010783552966449821,0.4778133251959179
50.0,0.005597604219929823,0.5039861471443109
52.0,-0.08111351368019622,0.5506043385188328
54.0,-0.029141120085345244,0.5576396597315211
56.0,-0.2924118418285594,0.5303223599265917
58.0,,
60.0,-0.22895468632399818,0.4237971375485237
62.0,,
64.0,0.28287221044213956,0.29516182321462114
