Unnamed: 0,lat,lon,r_spring,p_spring,r_autumn,p_autumn,r_summer,p_summer,r_all,p_all
214,24.715,108.2011,-0.904536779,0.006364215,0.62182682,0.025211545,-0.925537854,0.016481778,-0.478839986,0.045474321
215,24.715,108.2011,-0.904536779,0.006364215,0.62182682,0.025211545,-0.925537854,0.016481778,-0.478839986,0.045474321
216,24.715,108.2011,-0.904536779,0.006364215,0.62182682,0.025211545,-0.925537854,0.016481778,-0.478839986,0.045474321
217,24.715,108.2011,-0.904536779,0.006364215,0.62182682,0.025211545,-0.925537854,0.016481778,-0.478839986,0.045474321
218,24.715,108.2011,-0.904536779,0.006364215,0.62182682,0.025211545,-0.925537854,0.016481778,-0.478839986,0.045474321
219,24.7733,113.5824,-0.906081181,0.018541262,-0.899405149,0.01920001,-0.965812412,,0.915762685,
220,24.7733,113.5824,-0.906081181,0.018541262,-0.899405149,0.01920001,-0.965812412,,0.915762685,
221,24.7733,113.5824,-0.906081181,0.018541262,-0.899405149,0.01920001,-0.965812412,,0.915762685,
222,24.7733,113.5824,-0.906081181,0.018541262,-0.899405149,0.01920001,-0.965812412,,0.915762685,
223,24.7733,113.5824,-0.906081181,0.018541262,-0.899405149,0.01920001,-0.965812412,,0.915762685,
224,24.7733,113.5824,-0.906081181,0.018541262,-0.899405149,0.01920001,-0.965812412,,0.915762685,
225,24.7791,113.6735,0.908931091,0.018253295,-0.242938911,0.056251806,-0.020480208,,-0.934719145,
226,24.7791,113.6735,0.908931091,0.018253295,-0.242938911,0.056251806,-0.020480208,,-0.934719145,
227,24.7791,113.6735,0.908931091,0.018253295,-0.242938911,0.056251806,-0.020480208,,-0.934719145,
228,24.7791,113.6735,0.908931091,0.018253295,-0.242938911,0.056251806,-0.020480208,,-0.934719145,
229,24.7791,113.6735,0.908931091,0.018253295,-0.242938911,0.056251806,-0.020480208,,-0.934719145,
230,24.7791,113.6735,0.908931091,0.018253295,-0.242938911,0.056251806,-0.020480208,,-0.934719145,
231,24.7972,113.5917,0.525187926,0.043199337,-0.179857034,0.058991531,0.801014159,,0.412489624,
232,24.7972,113.5917,0.525187926,0.043199337,-0.179857034,0.058991531,0.801014159,,0.412489624,
233,24.7972,113.5917,0.525187926,0.043199337,-0.179857034,0.058991531,0.801014159,,0.412489624,
234,24.7972,113.5917,0.525187926,0.043199337,-0.179857034,0.058991531,0.801014159,,0.412489624,
235,24.7972,113.5917,0.525187926,0.043199337,-0.179857034,0.058991531,0.801014159,,0.412489624,
236,24.7972,113.5917,0.525187926,0.043199337,-0.179857034,0.058991531,0.801014159,,0.412489624,
237,24.8886,102.8204,0.836834182,0.010877721,-0.004645136,0.066356991,-0.688894004,0.034412872,-0.413899501,0.048555532
238,24.8886,102.8204,0.836834182,0.010877721,-0.004645136,0.066356991,-0.688894004,0.034412872,-0.413899501,0.048555532
239,24.8886,102.8204,0.836834182,0.010877721,-0.004645136,0.066356991,-0.688894004,0.034412872,-0.413899501,0.048555532
240,24.8886,102.8204,0.836834182,0.010877721,-0.004645136,0.066356991,-0.688894004,0.034412872,-0.413899501,0.048555532
241,24.8886,102.8204,0.836834182,0.010877721,-0.004645136,0.066356991,-0.688894004,0.034412872,-0.413899501,0.048555532
242,24.8886,102.8204,0.836834182,0.010877721,-0.004645136,0.066356991,-0.688894004,0.034412872,-0.413899501,0.048555532
243,24.8886,102.8204,0.836834182,0.010877721,-0.004645136,0.066356991,-0.688894004,0.034412872,-0.413899501,0.048555532
244,24.8978,118.5972,0.289354723,0.047376352,-0.637499658,0.024166689,-0.683286552,0.034739998,0.719219402,0.032599948
245,24.8978,118.5972,0.289354723,0.047376352,-0.637499658,0.024166689,-0.683286552,0.034739998,0.719219402,0.032599948
246,24.8978,118.5972,0.289354723,0.047376352,-0.637499658,0.024166689,-0.683286552,0.034739998,0.719219402,0.032599948
247,24.8978,118.5972,0.289354723,0.047376352,-0.637499658,0.024166689,-0.683286552,0.034739998,0.719219402,0.032599948
248,24.8978,118.5972,0.289354723,0.047376352,-0.637499658,0.024166689,-0.683286552,0.034739998,0.719219402,0.032599948
