bin,mean,std
25.5,-0.064547709774627,0.6591340119404034
26.5,-0.05489611542056315,0.7659691475084653
27.5,0.051349464268436694,0.7102682021984398
28.5,0.08617626480536465,0.6259174939140603
29.5,-0.021941032033021585,0.6736204240470604
30.5,0.11542435964087307,0.6004739222048946
31.5,-0.0064416856265142,0.6138125926438446
32.5,0.038491001278643265,0.5530807567587913
33.5,0.10465121153845092,0.5081438066509252
34.5,-0.0228499677800762,0.5645569094200222
35.5,0.04807998309571969,0.5615959858194021
36.5,-0.0498986416422921,0.5594673315640599
37.5,-0.10615167855302413,0.5734605145688887
38.5,0.032799279549486096,0.6070575527347585
39.5,-0.09459017471774471,0.5866794289171714
40.5,-0.017752887581952207,0.5853969169000988
41.5,-0.13294734627917024,0.5624874825605002
42.5,-0.12568026927575127,0.5389185934199975
43.5,-0.09515456663274473,0.5801359258483008
44.5,-0.0030726601962253013,0.575542758672187
45.5,-0.05972376484382606,0.5528864683244498
46.5,0.09310454488983401,0.5214573709353018
47.5,0.037797838594757514,0.5236726103677344
48.5,-0.005744158477707936,0.4824575738536252
49.5,0.08493029244052083,0.5251690044019754
50.5,-0.07717653062764347,0.5679734512248248
51.5,-0.09143507232542021,0.5795475828662754
52.5,0.011396900200986625,0.5389042469823258
53.5,-0.023720860559039058,0.5846776993432845
54.5,-0.1435822911535643,0.5083040620558535
