bin,mean,std
25.5,0.07049084790049026,0.6027129705276878
26.5,-0.29941349002756246,0.6146381806416258
27.5,-0.08596728579969276,0.5119996524958303
28.5,-0.009205065316913693,0.6488062324786987
29.5,0.032660086434968705,0.5688617055783908
30.5,-0.044758199520734246,0.5698751458284523
31.5,-0.28403275300919284,0.48569031178767824
32.5,-0.1985723900669189,0.5396564190145116
33.5,0.03355989153289073,0.4573009705854023
34.5,-0.06805879669616266,0.531384025530179
35.5,-0.09593420409591596,0.4976553682205136
36.5,-0.19765147067128933,0.5225723853913603
37.5,-0.23475953100838612,0.5401889750375664
38.5,-0.1259536000102975,0.5309333899642663
39.5,-0.2950810153173019,0.4390182457481028
40.5,-0.1560160100129724,0.5478175386689557
41.5,-0.14355507342213744,0.4904358488755841
42.5,0.05502882421624417,0.4845242575733581
43.5,0.015537927695977309,0.5064090333033444
44.5,-0.028144755803474156,0.4333462472768356
45.5,-0.0947097233488282,0.48661895806377153
46.5,-0.030335666160798025,0.4927674193859496
47.5,-0.04421842156276446,0.4926266155795192
48.5,-0.14395975079044718,0.4402493279905995
49.5,-0.1076481542827136,0.4838378142631759
50.5,-0.09754994133055357,0.4705306598689128
51.5,-0.09049296075369787,0.4775666489150846
52.5,-0.09444696151122098,0.4694603737269219
53.5,-0.06642638686456732,0.4993826105578551
54.5,-0.12943381733431616,0.4667718544065384
