bin,mean,std
26.0,30.144980368238432,6.912662288612461
28.0,27.911710071111113,5.5976059557630204
30.0,29.236408038450875,6.693066012149738
32.0,33.26647299640359,6.021441134743649
34.0,32.747313873107345,5.760183316134037
36.0,35.34518112293113,5.7690227414585795
38.0,33.11118248831941,6.10475158974228
40.0,31.460339407932914,6.33390784148229
42.0,30.43700596566529,7.319346161925065
44.0,29.27084432620146,7.06089294437272
46.0,27.3537003537863,6.258133580881581
48.0,28.227926449285924,5.613588710317781
50.0,27.090831341788697,5.017210605737968
52.0,25.91811131766182,3.8776614669627008
54.0,26.824034255610716,3.810663868736833
56.0,29.354266719230772,3.9375984761198985
58.0,30.62596075364486,3.7720561621242803
60.0,30.321001008282206,3.250974045876856
62.0,30.815518838695652,1.9763551683815699
64.0,33.03783725923077,6.580821652900072
