Unnamed: 0,lat,lon,r_spring,p_spring,r_autumn,p_autumn,r_summer,p_summer,r_all,p_all
0,39.8784,116.3621,0.4043429193429046,0.03330459318449167,-0.4136672589722908,0.03258235104163034,0.3430605818457045,0.04379596121028637,0.0556240919573715,0.06295839386950856
1,39.9289,116.4174,0.5527003175986964,0.02226411804340448,0.4081059946307317,0.03301271618329987,0.4134035922406614,0.03910642718395591,-0.7223540388068942,0.01850973074620704
2,39.8863,116.4072,-0.4395916751193148,0.030592214169309098,0.1144308085800143,0.056974717870223714,-0.471086860761805,0.035260875949213,-0.6266196977638452,0.024892020149076988
3,39.9365,116.462,0.4572868143368072,0.02924972501469293,-0.8515132969178777,0.004475653211084493,-0.2087951033208752,0.05274699311194165,-0.1539075769756752,0.056406161534954986
4,39.9295,116.3392,0.6657679958873337,0.014663690033708893,0.3926175180532867,0.03421743637353011,-0.5297825297599068,0.03134783134933954,0.618172002379246,0.0254551998413836
5,39.9611,116.2878,0.3851558268320663,0.03480094733259557,-0.6913729042710531,0.013067391895746806,-0.2101010742629178,0.05265992838247214,-0.1775852048871897,0.05482765300752068
6,40.135,116.6636,0.7708980545015841,0.008467737356835727,0.3342591961902579,0.03883143858734262,-0.0183625100627774,0.06544249932914817,-0.2077962136764852,0.052813585754900985
7,40.3275,116.6275,-0.8177565335645155,0.006053089801969147,-0.2923341884755894,0.042210677459853026,0.3753912757989439,0.04164058161340374,0.6021490677409554,0.0265233954839363
8,40.217,116.2296,0.6880803274771228,0.01326975649558648,-0.5733931928520091,0.02081258624136482,-0.6313963848458077,0.024573574343612813,-0.2207155676775717,0.05195229548816189
9,39.9821,116.3966,-0.545275882137703,0.022790860461799185,-0.6927670961044122,0.012981968579328552,-0.3083584226335696,0.04610943849109536,-0.1568964180524145,0.05620690546317237
10,39.9136,116.184,0.3763676179119251,0.03549071937403056,-0.6532163270036492,0.015464561026983166,-0.2864951335236022,0.04756699109842652,-0.0568469026870944,0.06287687315419371
11,39.1661,117.1444,0.6273921404983156,0.017148167942173238,0.3024413834417093,0.041391571608701785,0.2983619255361847,0.04677587163092102,0.2018380068840138,0.053210799541065744
12,39.1082,117.237,0.2822264308231257,0.043032479898277284,0.824467167852606,0.005727977166891534,0.0876189947057769,0.060825400352948214,-0.6912315053001709,0.02058456631332194
13,39.0927,117.202,-0.7608199206598846,0.009017790923239373,-0.5558724748565042,0.022040005245793175,-0.2717611397457208,0.04854925735028528,0.3917670800933082,0.04054886132711279
14,39.2133,117.1837,0.0763045547295143,0.0601960255974792,-0.4477756121075024,0.029969661370328266,0.4770511418876427,0.03486325720749049,-0.605924043976729,0.026271730401551393
15,39.0877,117.307,0.584581823628339,0.020038253694709365,0.1010000123568666,0.05810811751756281,-0.6490263329691096,0.023398244468726025,-0.981133375053804,0.0012577749964130666
16,38.8394,117.457,-0.8568400304604888,0.0042405482036253,-0.2729946227438333,0.04378529576074655,0.742939417674118,0.017137372155058794,0.6207593176703738,0.025282712155308407
17,38.0444,114.4422,0.303186496742433,0.04133129390364057,-0.0051380314196823,0.06623053893322331,0.0805726025000343,0.06129515983333104,-0.4165989227671696,0.03889340514885536
18,38.0266,114.6063,0.5804080688638942,0.02032622359734458,-0.6669770853824137,0.014587166649849794,-0.3810018351808452,0.04126654432127698,-0.4085224786200784,0.03943183475866143
19,38.1328,114.4898,0.5909669111800313,0.019599777637453894,-0.282003025475298,0.0430506728593281,0.4883476448194775,0.034110157012034834,-0.2555511362301635,0.049629924251322434
20,38.0058,114.4586,-0.3328001891325028,0.03894819156118319,0.4417691565877226,0.030426298640963002,0.4066176733823227,0.039558821774511824,-0.0891279323231508,0.06072480451178995
21,38.0178,114.5331,0.042553884315222,0.06305567122425043,-0.5887986094097621,0.019748396846881948,0.7863561674030519,0.014242922173129866,-0.42612079097457,0.03825861393502867
22,38.0457,114.509,0.2994171669770973,0.041636375847907914,-0.1824718304006949,0.05126436293873929,-0.1407624106081735,0.057282505959455096,0.1309968324288123,0.057933544504745846
23,39.6363,118.131,-0.2094638335579234,0.04901770901522832,-0.0733719363248527,0.0604442558157764,0.2519280796050291,0.04987146135966472,0.0263058068612385,0.06491294620925077
24,39.6334,118.1725,0.2035193992009034,0.04951141297615089,-0.0145088339433524,0.06543516180115,-0.0368875467379747,0.06420749688413502,-0.3799314747271357,0.04133790168485762
25,39.6506,118.1705,-0.6346074639912661,0.01667303808826206,-0.5488199206266635,0.022539037779768074,0.5702125774013425,0.0286524948399105,-0.0963539273153234,0.06024307151231177
26,39.622,118.1869,0.7661498501389518,0.00872560944086722,0.5802228139629183,0.020339029846628744,-0.8542792988757288,0.009714713408284741,0.7422132178917977,0.017185785473880142
27,39.8207,119.5134,-0.1736261923159923,0.05200320422640245,-0.5079125496200603,0.025486703924277397,-0.6156815241913574,0.025621231720576173,0.5914359482043298,0.027237603453044677
28,39.9041,119.5251,-0.5628890658612636,0.021546319093694026,-0.504763335951906,0.025717217625960066,0.7954409405767138,0.013637270628219072,0.6579219092844221,0.022805206047705192
29,36.61763,114.5129,0.2310890263445147,0.05676948462899331,0.8508974589132783,0.023474506273919078,-0.3248244747363518,,0.1548833093284568,
30,36.6116,114.5302,0.433037595465361,0.0310927930943748,-0.2460443048020922,0.04599445441790796,-0.1171596875428762,0.05885602083047492,0.8573636463096592,0.00950909024602272
31,36.5713,114.4918,-0.72020263447858,0.011334016785887966,-0.2267114792220976,0.04758894319430276,0.3338140513842255,0.04441239657438496,0.007087549432683,0.06619416337115447
32,36.6133,114.484,0.2140646978690346,0.04863603288939285,0.3343205730235493,0.038826528479715135,0.938746191665858,0.004083587222276133,-0.1580806280520542,0.05612795812986305
33,38.8632,115.493,0.3784639192574206,0.03532593954490103,-0.1042522662394741,0.05783351535423347,0.201241347738096,0.05325057681746027,0.365785159166322,0.04228098938891187
34,38.9108,115.4713,-0.7908238439758662,0.007411255367111667,-0.8434602630071055,0.004838487246523906,0.0711976989691153,0.06192015340205899,-0.2988556516562228,0.04674295655625181
35,38.8416,115.4612,-0.6650769005292164,0.0147074792743725,0.8619315003518974,0.004019567388404566,-0.5886646932557446,0.02742235378295036,-0.6317009871252718,0.02455326752498188
36,38.8697,115.4323,0.2733921969400839,0.043752832386000064,0.2098586870056424,0.04898493774220028,0.3410382865329244,0.043930780897805034,-0.5808676659005064,0.027942155606632903
37,38.8639,115.5086,0.2010506450393717,0.049716635099295664,-0.0167788684742023,0.06524249890656689,0.119346775256028,0.05871021498293146,0.362637361658498,0.04249084255610013
38,40.8336,114.8883,0.022396085309394,0.0647657868363867,-0.2507989500332475,0.04560351965434091,0.4023927223271069,0.039840485178192865,0.2363098797111373,0.05091267468592418
