bin,mean,std
26.0,26.435417651352314,5.175797935625141
28.0,29.108689732510662,5.7200699170596625
30.0,31.867692361032304,7.187642956745228
32.0,36.119600644612945,7.087659661779682
34.0,36.90421473936158,8.613493266432243
36.0,39.180807566418736,9.379033470801149
38.0,38.05075031878428,8.903839989280996
40.0,34.37114589419643,7.060618511717711
42.0,30.27222030761233,6.568552717356939
44.0,28.80353396768974,6.340917198674897
46.0,30.215616291042654,6.957004906263576
48.0,28.777193319197757,4.627279339497328
50.0,27.8169805407027,4.673238170966607
52.0,26.040225210292366,4.193868972201339
54.0,24.37271474815536,4.09031600577883
56.0,24.928684713122173,4.337149540346372
58.0,26.225799083364482,2.9855788422428424
60.0,24.480291824294476,2.6015421063457547
62.0,21.967778947826087,1.8211942020893643
64.0,22.15322290653846,3.041978580318367
