Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,lat,lon,r_spring,p_spring,r_autumn,p_autumn,r_summer,p_summer,r_all,p_all
54,54,54,37.0349,114.5062,-0.4903721838162776,0.0267768123683122,0.0322228492278519,0.063931979673332,0.4613180963874823,0.0325787935741678,-0.809094114618525,0.0140603923587649
55,55,55,37.0851,114.5237,0.3047258694345728,0.0412068102362326,-0.7763120919869119,0.0081765324862421,-0.4990908160668189,0.0367272789288787,-0.7071664102653428,0.0208555726489771
56,56,56,37.8873,112.5139,0.6966645508114598,0.0127440110237076,-0.460612614817072,0.0289989098985866,-0.551058966339508,0.0332627355773661,0.0614418774522672,0.0612372081698488
57,57,57,38.0108,112.434,0.5128007138425653,0.0251298885581677,-0.0194833797007771,0.0650129706703118,-0.2463195750635217,0.0535786949957652,0.5354031224420794,0.0296397918371946
58,58,58,37.7124,112.469,0.41305660220733,0.0326295495026947,-0.6053621276919533,0.0186205969237926,-0.957601168979316,0.0061599220680455,-0.6636419840780086,0.023757201061466
59,59,59,37.7394,112.5583,-0.7321613348486883,0.0106361612007944,-0.8340446172320793,0.005273657224177,0.1990443382806132,0.0500637107812924,-0.6400411970526751,0.0253305868631549
60,60,60,37.8692,112.5369,-0.6363040153266615,0.0165618443711836,-0.5245043338901486,0.0242805262339832,0.4951883003856349,0.030320779974291,0.8904690403071672,0.0059687306461888
61,61,61,37.8195,112.57,0.7838060559838346,0.0077785224130435,-0.8154593064802116,0.0061656391067965,0.1354822113951951,0.0543011859069869,-0.5007333740052596,0.034617775066316
62,62,62,37.9854,112.549,-0.2351920085696732,0.0468885568359955,0.235971908533508,0.0468242201049112,-0.6884555474756464,0.0241029635016235,-1.018747593796729,8.349374688473334e-05
63,63,63,37.782,112.4701,0.3302812137664009,0.0391499154549724,-0.8158948841235297,0.0061442499644806,0.7010444019943066,0.0165970398670462,-0.6798172676538503,0.0226788488230766
64,64,64,40.8033,111.6572,0.6138946125861857,0.0180464897365109,0.3135889949270036,0.040491343408169,-0.8818476123506448,0.0112101591766236,-0.2091838217428017,0.0540544118838132
65,65,65,40.8369,111.7516,-0.3079973096061882,0.0409424745036875,0.7259248317004044,0.0109984958171076,0.9238348528651772,0.0017443431423215,0.7134889187798976,0.0177674054146734
66,66,66,40.8062,111.7276,0.6521079523991078,0.015535841973836,-0.34068642416195,0.0383178847885262,0.7424084713326594,0.0138394352444893,0.7402480872512619,0.0159834608499158
67,67,67,40.7866,111.5512,-0.256409422746034,0.0451428575599535,-0.3813700341750686,0.0350977567821344,0.1278398241628027,0.0548106783891464,-0.6664416233158732,0.0235705584456084
68,68,68,40.7612,111.717,0.3384245840239624,0.03849846874635,0.3658519116411676,0.0363195735934074,0.4039110420810021,0.0364059305279331,-0.7373662012456976,0.0188422532502868
69,69,69,41.7406,123.505,0.2482164460430208,0.0458157963469999,0.0669436008518199,0.0609885643894785,0.6356962378933986,0.02095358414044,0.1954410094918648,0.0523039327005423
70,70,70,41.6989,123.4231,0.2290650963405539,0.0473944188048917,-0.6046483230823977,0.0186688396770423,-0.1462646626635,0.0602490224891,-0.8424396262002853,0.0118373582533143
71,71,71,41.8411,123.5903,0.833906936682221,0.0052801059509037,0.0404925404340758,0.0632304925894763,0.6978395330440642,0.0168106977970623,0.5125050499578556,0.0311663300028096
72,72,72,41.8467,123.4264,0.1184430090167077,0.0566364684531421,0.935021690282191,0.001312551558341,-0.9845846732931428,0.0043610217804571,-0.9558623309728048,0.004275844601813
73,73,73,41.7653,123.4114,-0.6028868014644888,0.0187880331361638,-0.5578080147996163,0.0219035396935436,-0.8456601961474304,0.0136226535901713,0.2675157517502379,0.0474989498833174
74,74,74,41.7867,123.4678,0.5132042880391064,0.0251004832704332,0.7910304496300027,0.00740052415351,-0.281538775889627,0.0512307482740248,-0.1547854338765956,0.0576809710748936
75,75,75,41.7972,123.4017,-0.5864314970944878,0.0199109747410499,-0.4562088840415045,0.0293311208949033,-0.7198084754877144,0.022012768300819,0.59089752503293,0.0259401649978046
76,76,76,41.9228,123.3783,-0.3977567039328349,0.033816717995339,-0.8357835320115217,0.0051924191813106,-0.4100364088054081,0.0426642394129727,-0.026371324643408,0.0662419116904394
77,77,77,38.9741,121.612,0.564229603511207,0.021452321314367,-0.3787441688183554,0.0353039220561139,0.3671273539977184,0.0388581764001521,-0.0380418503913422,0.0654638766405771
78,78,78,38.9511,121.565,-0.5104244803790842,0.0253031932249683,-0.9637969035991124,0.0005482625809578,0.5236253274910546,0.028424978167263,0.8058644498607258,0.0116090366759516
79,79,79,38.8845,121.5637,0.5468833100263055,0.0226765578799036,-0.6147417506753469,0.0179897506698957,0.2696004040335472,0.0453599730644301,-0.5082547818442656,0.0341163478770489
80,80,80,38.9117,121.6302,0.7074885553733282,0.0120897659405653,-0.924536789467935,0.001640089269891,0.120223696569015,0.0553184202287323,-0.0888695970352018,0.0620753601976532
81,81,81,38.8661,121.5213,0.4538006553964724,0.0295131517334642,-0.4983322640628215,0.0261894787837104,0.1663755594203481,0.0522416293719767,-0.7181812951021482,0.0201212469931901
82,82,82,43.9166,125.3325,-0.0287797309929154,0.0642241045006826,0.6442432951076799,0.0160441887105665,-0.7618264691930616,0.0192115687204625,-0.8447711526013548,0.0116819231599096
83,83,83,43.9027,125.2863,-0.3538574166938905,0.0372694846225646,-0.0016014096794099,0.0665307348493567,0.0782171858748537,0.0581188542750097,-0.9138722600725356,0.0070751826618309
84,84,84,43.8463,125.2841,-0.5455264493353552,0.0227730334788233,-0.9513520766415932,0.0008524017054912,-0.333439319499778,0.0477707120333481,-0.9501301423060337,0.004657990512931
85,85,85,43.8772,125.3716,-0.1008188548715809,0.0581234161517262,-0.4464557850736408,0.0300698698762234,-0.3080482445084331,0.0494634503661044,-0.4401787819491278,0.0386547478700581
86,86,86,43.8805,125.3297,0.6733620002699592,0.0141849155880663,0.7841990920233042,0.0077578127400305,0.1254598502269122,0.0549693433182058,-0.8844676269177202,0.0090354915388186
87,87,87,43.79,125.4605,0.0741797332581559,0.0603758747422612,-0.2647410692749744,0.0444600793848647,0.0902554176306243,0.0573163054912917,-0.6061839129939751,0.0275877391337349
88,88,88,43.8447,125.3863,-0.2987463699059237,0.04169070862827,0.0867659560656404,0.0593109949668104,0.2598653763272584,0.0460089749115161,0.6690677242953039,0.020728818380313
89,89,89,43.7783,125.245,-0.3906760346730256,0.0343690697680742,0.8078012932976208,0.006545361462868,-1.022246244587259,0.0018502503608493,0.1323992913129236,0.0565067139124717
90,90,90,43.8325,125.1761,0.2893958301652023,0.042449309249728,0.5528857542716338,0.0222510013142412,-0.1424741837064679,0.0605017210862354,-0.0130461469374152,0.0662030764624943
91,91,91,45.8167,126.561,-0.251387826083621,0.0455551356909128,-0.6626507995628532,0.0148614874916363,0.4835131381341185,0.0310991241243921,0.4158603584149883,0.0376093094390007
92,92,92,45.5419,126.979,-0.2186578413610333,0.0482553900271534,-0.3313130504339351,0.0390672613138967,0.1996586575662829,0.0500227561622478,-0.2506146888408759,0.0512923540772749
93,93,93,45.7733,126.689,-0.4347519590257044,0.0309616851741799,0.0217635814921901,0.0648194623382742,-0.8401769589879331,0.0139882027341377,-0.5236241521522063,0.0330917231898529
94,94,94,45.7667,126.635,0.4545901044587884,0.0294534519248413,0.4040335335334666,0.0333286139282983,0.8811378097753532,0.0045908126816431,-0.6558039937351339,0.024279733750991
95,95,95,45.7319,126.685,0.7642635649974181,0.0088286875530208,0.1865333107766641,0.0509255326695401,0.8553582866397031,0.0063094475573531,0.2098969326582832,0.0513402044894477
96,96,96,45.7258,126.6411,-0.0432499113383337,0.0629966450129009,0.0715271295239079,0.0606004363466718,-0.2529309472791208,0.0531379368480586,-1.0050665220946893,0.0009955651936873
97,97,97,45.7478,126.593,-0.6407729975141802,0.0162699096180312,0.6738064283911711,0.0141570332145463,-0.0270886400615255,0.0651392426707683,0.8384038728575043,0.0094397418094997
98,98,98,45.61,126.615,-0.6198312760920355,0.0176498709204062,-0.1993352725342303,0.0498592928576145,-0.0736039283668686,0.0650930714422087,-0.719656067525929,0.0200229288316047
99,99,99,45.9855,126.595,-0.6434619247461424,0.016094937078739,0.7717906835271973,0.0084195167993072,0.19175165002001,0.0505498899986659,-0.4175157957516849,0.0401656136165543
100,100,100,45.6842,126.6206,-0.8808462334086722,0.0032321073938881,-0.1688473856848726,0.0524028502199057,-0.9093638845715252,0.0093757410285649,-0.4588862291779152,0.0374075847214723
101,101,101,31.2036,121.478,0.4040766467172291,0.0333252664013162,-0.5861857157787608,0.0199278752508428,-0.0028089738752586,0.0635205982583505,0.1216026346943229,0.0572264910203784
102,102,102,31.3008,121.467,-0.0176424535382395,0.0651692063892127,-0.0035886505502373,0.0663620532009724,0.1395265623318443,0.0540315625112103,-0.6789693580922241,0.022735376127185
103,103,103,31.1654,121.412,-0.4180730140657414,0.0322422522304058,-0.5355828059305531,0.0234831282614556,-0.6076339303412583,0.0294910713105827,0.6521946182202555,0.0218536921186496
104,104,104,31.2261,121.425,-0.3665752232977045,0.0362624421657314,-0.8197765399540636,0.0059546482174526,0.8973636907837672,0.0035090872810821,-0.1690976905953659,0.0567268206269756
105,105,105,31.1907,121.703,-0.3796407051223322,0.0352335050343156,0.9234115380922332,0.0016766190923925,-0.0755338401331624,0.0649644106577891,0.8987531659770858,0.0054164556015276
106,106,106,31.2284,121.533,-0.217742435794341,0.0483312197570073,-0.5589298417956973,0.0218245428662724,0.1777168221690689,0.0514855451887287,0.5615116001373666,0.0278992266575088
107,107,107,31.2071,121.577,0.8440624998597224,0.0103958333426851,0.144074481126116,0.0570617012582589,-0.9986469459425844,0.0136603956668331,0.977948893497324,0.0027187684871421
108,108,108,32.1065,118.8086,-0.8061974215052516,0.006625759695675,-0.0289702852099024,0.064207936500791,-0.5605491674914724,0.0326300555005685,0.7423401160310854,0.0158439922645942
109,109,109,32.0551,118.7538,0.4506010620772571,0.0297553869971413,-0.9040837760006452,0.0023427805330533,-0.778529790060013,0.0180980139959991,-0.7545882860037483,0.0176941142664167
110,110,110,32.0745,118.7794,0.3663787878226799,0.0362779560710071,-0.6827363297458696,0.0136000571731985,0.3837025937600131,0.0377531604159991,0.4714280003588663,0.0339047999760755
111,111,111,32.0309,118.8109,0.5015303489687003,0.0259543753140652,-0.0470288832149604,0.0626762030695077,-0.3900175385116823,0.0439988307658878,0.0172482961759599,0.0641834469216026
112,112,112,32.0754,118.7997,0.5758394037480797,0.0282773730834613,-0.3430186503211969,0.0437987566452535,0.9484677144391012,0.0023497907354109,-1.0012794573403443,0.0082251331095864
113,113,113,32.1028,118.9125,0.8068925444737363,0.0065908782227537,-0.8870894682517597,0.0029843425512755,0.915232338181542,0.0023178441212305,0.2072451767642482,0.0515169882157167
114,114,114,31.2472,120.561,-0.2175011233357374,0.0483512120764682,-0.2976224814996202,0.0417817673860392,-0.4619220279784199,0.0392051981347719,-0.8379008503805851,0.0121399433079609
115,115,115,31.2864,120.628,0.9943086647402434,0.0045301975198679,-0.8361169905873382,0.0246427209972531,0.843995781117286,,0.757471162839936,
116,116,116,31.3019,120.591,-0.6778085109471693,0.0139066429242031,-0.6938367209902455,0.0129165391673729,0.6596569230170228,0.0193562051321984,0.8883230384183258,0.0061117974387782
117,117,117,31.3264,120.596,-0.3540516102274946,0.0372540680721107,-0.9373528796076376,0.0012429983358275,0.2134062230162989,0.0491062517989134,-0.8143557059226073,0.0137096196051595
118,118,118,31.2703,120.613,0.1058769655309929,0.0576963698807578,-0.3025433433035486,0.0413833224402173,0.7740785547294758,0.0117280963513682,0.0193538834592954,0.0640430744360469
119,119,119,31.2994,120.543,0.3846897374339984,0.0348374618595642,0.6073417599018825,0.0184869750366845,-0.7012683263844636,0.0232487782410357,0.4288033723632464,0.0367464418424502
120,120,120,31.3097,120.669,0.1589613792277803,0.0532306484758491,-0.6341992103688047,0.0166998254307079,-0.3989745324768285,0.0434016978348781,-0.2341972739588675,0.0523868484027421
121,121,121,31.3708,120.641,0.586267607083562,0.0199222437970549,0.0072797852885262,0.0660487447574795,0.1773732384559411,0.0515084507696039,0.2517359657960645,0.0485509356135957
122,122,122,31.9663,120.9098,0.5812786874707315,0.0279147541686178,-0.9401053739905718,0.0039929750672952,0.9315144313201608,0.0081731894072398,-0.5222705372824975,0.0443330877229291
123,123,123,32.0005,120.86,0.658465439596349,0.0151282104689577,-0.7067343934462831,0.0121350312550307,-0.2042581746262119,0.0563827883582525,-0.9059746758621684,0.0076016882758554
124,124,124,32.02,120.87,-0.7301456429651342,0.0107528858714798,-0.8571228363611062,0.0042281771326962,-0.3354352445487157,0.0476376503634189,0.2468298004374879,0.0488780133041674
125,125,125,34.5885,119.176,0.3738749915064758,0.0356868494800115,0.6955199290340818,0.0128137661939855,0.0098680756032639,0.062675461626449,-0.1144183036534077,0.0603721130897728
126,126,126,34.2761,117.179,0.1117788522869655,0.0571983783590002,-0.8748817011827469,0.0034745656506564,-0.82261380929282,0.0151590793804786,-0.4989462589374213,0.0347369160708385
127,127,127,34.2384,117.1918,0.4899800763963168,0.0268058227070122,0.213143838995134,0.0487123937899706,-0.506273804592172,0.0362484130271885,0.650326302879014,0.0219782464747323
128,128,128,34.2911,117.244,-0.1252597999377391,0.0560621541391989,-0.7311100862507548,0.010696990781894,-0.2330757553260257,0.0544616163115982,-0.7259490216116464,0.0196033985592235
129,129,129,34.2778,117.2933,-0.5242339543068959,0.0243000684062168,0.914197966706753,0.0019852676386749,0.6142540354390718,0.0223830643040618,-0.5695030967560856,0.0300331268829276
130,130,130,32.3761,119.389,0.5178186857041578,0.024764858100903,-0.979486736887342,0.0002343979880025,0.6780742851822499,0.0181283809878499,0.7922821864148677,0.0125145209056754
131,131,131,31.4867,120.269,-0.9786546095206228,0.0014230260319584,-0.5398081003525038,0.0306794599764997,0.4741098874054335,0.0432530810218678,-0.6833319982798819,0.0358855646340066
132,132,132,31.6219,120.275,-0.3472804524157831,0.0377923239324423,-0.7602411146429824,0.0090496915142491,-0.5212064333308599,0.0352529044446093,0.3889515781338422,0.0394032281244105
133,133,133,31.5031,120.242,0.8985299888503074,0.0067646674099794,0.2237890503047702,0.0517473966463486,0.9499996956827068,3.3110610542380006e-05,0.5801735473155625,0.0393464236532208
134,134,134,31.5863,120.3489,-0.1816447768346086,0.0513333921812837,-0.5471571969425129,0.0226570963250383,-0.1209808559586507,0.0619346096027566,-0.3278836864192419,0.0461410875720505
135,135,135,31.5475,120.354,0.6233971649191878,0.0174127732849357,-0.2279167216962065,0.0474893172125638,0.6374927893232173,0.0208338140451188,0.0541800171839044,0.0617213321877397
136,136,136,31.5631,120.245,-0.2410655964013815,0.0464043339448084,-0.6541225293602381,0.0154063488601613,0.8788507926592105,0.0047432804893859,0.7290905956457072,0.0167272936236195
137,137,137,31.6817,120.299,-0.0355760628329297,0.0642949291444713,0.0710041188967261,0.0619330587402182,0.548060404754999,0.0394584368131869,-0.5989283248278309,0.0404628133572508
138,138,138,31.762,119.9633,0.1107987084626462,0.0572810587355712,-0.3313980310804978,0.0390604554456013,0.0818057623417873,0.0578796158438808,-0.2407451705244025,0.0519503219650398
139,139,139,31.7069,119.9468,0.2349125056221482,0.0469116170748182,-0.2263303219246756,0.0476204558397843,-0.5838255901455367,0.0310782939902975,0.3507531769688172,0.0419497882020788
140,140,140,32.1875,119.6707,0.2371840078607772,0.046724254605984,-0.5292424987004458,0.023938689731523,0.6559801332994566,0.0196013244467028,-0.3330764456789718,0.0457949036214018
141,141,141,32.1968,119.4974,0.0357022381316783,0.0636368104992233,0.7784933541305482,0.0080600718882069,-0.8283197533728966,0.0147786831084735,0.8608510697337575,0.0079432620177495
142,142,142,32.1328,119.4303,0.8184743717374603,0.006018050620324,-0.2710859812615264,0.0439411961662948,0.8702162030234551,0.0053189197984363,-0.6009899527777199,0.027934003148152
143,143,143,32.4878,119.905,0.4020786367141912,0.0334804751472551,-0.925948079130257,0.0015946424427676,0.1774566834567597,0.0515028877695493,-0.8110021683464761,0.0139331887769015
144,144,144,32.4625,119.9189,0.2013301230139585,0.0496933973527371,0.6891700266436647,0.0132026856506477,0.2625302245804173,0.0458313183613055,0.5226726407491855,0.0304884906167209
145,145,145,32.4639,119.888,-0.2252287543594826,0.047711545374022,-0.7969466810490078,0.007095232539859,-0.5955881136777695,0.0302941257548153,-0.8668650494687077,0.0102089967020861
146,146,146,33.5981,119.036,0.3151524441268007,0.0403653620762259,-0.5215608859465918,0.0244934743817419,-0.1230285016323598,0.061798099891176,-1.005844704255348,0.0009436863829767
147,147,147,33.575,119.007,0.5417987463661644,0.0230386033947461,-0.4042027967159278,0.0333154718738209,-0.1429290782585971,0.0604713947827601,0.4768472197600522,0.0335435186826631
148,148,148,33.6067,118.989,-0.3013798560386798,0.0414774721983895,0.0591958293479744,0.0616449047032219,0.597414895408303,0.0235056736394464,-0.2279969481281034,0.0528002034581264
149,149,149,33.5039,119.135,-0.6277399754531381,0.0171251807452701,-0.3438084728608635,0.0380688810482775,-0.1809466368562649,0.057936890876249,-0.1580323039295667,0.0574645130713622
150,150,150,33.6297,119.0186,0.481852216997523,0.0274088085640182,0.1533950438427626,0.0536973351482732,0.2775239279009775,0.0448317381399348,0.5566531313934155,0.0282231245737722
151,151,151,33.4022,120.118,0.530578003608244,0.0429299877594173,-0.2372908953817831,0.0564987394156106,0.8787494372178412,,0.9264246755842536,
152,152,152,33.3942,120.156,0.5548245912604032,0.0417047156191846,0.4693266171949175,0.0459328928326428,-0.4549892336936665,,0.1606409755007905,
153,153,153,33.38,120.2144,-0.3293596493764152,0.0392237630944069,-0.1075964423232108,0.0575512499626612,0.2293990687209456,0.0480400620852702,0.7448573915062338,0.0156761738995844
154,154,154,33.9528,118.293,0.5569725995970051,0.0219624146231757,-0.3181655621028906,0.0401227624161089,0.5988502782540505,0.0234099814497299,-0.705430355959662,0.0209713096026891
