bin,mean,std
26.0,0.12133099051320807,0.5321147895375961
28.0,0.02495351885758988,0.5947651639149615
30.0,0.07818505777310518,0.5608033719746595
32.0,0.11415896758499959,0.5514565827570644
34.0,0.0661905321256468,0.505217322809556
36.0,0.34264540229605395,0.47964311912883695
38.0,0.1677404688716042,0.4998747633342672
40.0,0.15278697062636556,0.4858580107791789
42.0,0.11179632382867215,0.4710800113209806
44.0,-0.0369983867307649,0.4870556382698814
46.0,0.011871164699897357,0.47323497245941065
48.0,0.03264153885181867,0.4514720491139802
50.0,-0.04670536455986619,0.4713042164316145
52.0,-0.02239524576740743,0.4901073740532801
54.0,-0.05304054854560275,0.506694797395544
56.0,0.03996516622205614,0.4897305817439527
58.0,,
60.0,-0.3065997937445925,0.46497557636095455
62.0,,
64.0,0.14224463706604684,0.37763262203620357
