Unnamed: 0,lat,lon,r_summer,p_summer,r_all,p_all
20077,39.40745,-94.26537,-0.680141624,0.013761249,-0.070874132,0.060655724
17209,45.54984,-94.13345,0.286070224,0.042719658,-0.118968443,0.056592184
17562,45.54984,-94.13345,0.286070224,0.042719658,-0.118968443,0.056592184
17916,45.54984,-94.13345,0.286070224,0.042719658,-0.118968443,0.056592184
18268,45.54984,-94.13345,0.286070224,0.042719658,-0.118968443,0.056592184
18634,45.54984,-94.13345,0.286070224,0.042719658,-0.118968443,0.056592184
18998,45.54984,-94.13345,0.286070224,0.042719658,-0.118968443,0.056592184
19361,45.54984,-94.13345,0.286070224,0.042719658,-0.118968443,0.056592184
19720,45.54984,-94.13345,0.286070224,0.042719658,-0.118968443,0.056592184
20061,45.54984,-94.13345,0.286070224,0.042719658,-0.118968443,0.056592184
17223,37.70097,-94.03474,-0.425549221,0.031666873,-0.306192358,0.04108828
17577,37.70097,-94.03474,-0.425549221,0.031666873,-0.306192358,0.04108828
17930,37.70097,-94.03474,-0.425549221,0.031666873,-0.306192358,0.04108828
18283,37.70097,-94.03474,-0.425549221,0.031666873,-0.306192358,0.04108828
18649,37.70097,-94.03474,-0.425549221,0.031666873,-0.306192358,0.04108828
19012,37.70097,-94.03474,-0.425549221,0.031666873,-0.306192358,0.04108828
19377,37.70097,-94.03474,-0.425549221,0.031666873,-0.306192358,0.04108828
19736,37.70097,-94.03474,-0.425549221,0.031666873,-0.306192358,0.04108828
20076,37.70097,-94.03474,-0.425549221,0.031666873,-0.306192358,0.04108828
18274,46.2053,-93.75945,0.481327202,,0.99971433,
18640,46.2053,-93.75945,0.481327202,,0.99971433,
19004,46.2053,-93.75945,0.481327202,,0.99971433,
19367,46.2053,-93.75945,0.481327202,,0.99971433,
19726,46.2053,-93.75945,0.481327202,,0.99971433,
20067,46.2053,-93.75945,0.481327202,,0.99971433,
17145,32.535294,-93.74704,0.348408011,0.033235619,0.383676535,0.030181684
17498,32.535294,-93.74704,0.348408011,0.033235619,0.383676535,0.030181684
17852,32.535294,-93.74704,0.348408011,0.033235619,0.383676535,0.030181684
18205,32.535294,-93.74704,0.348408011,0.033235619,0.383676535,0.030181684
18573,32.535294,-93.74704,0.348408011,0.033235619,0.383676535,0.030181684
18935,32.535294,-93.74704,0.348408011,0.033235619,0.383676535,0.030181684
19299,32.535294,-93.74704,0.348408011,0.033235619,0.383676535,0.030181684
19660,32.535294,-93.74704,0.348408011,0.033235619,0.383676535,0.030181684
20005,32.535294,-93.74704,0.348408011,0.033235619,0.383676535,0.030181684
20298,32.535294,-93.74704,0.348408011,0.033235619,0.383676535,0.030181684
17118,41.60316,-93.64312,-0.14272316,0.052491259,-0.384513866,0.030110304
17472,41.60316,-93.64312,-0.14272316,0.052491259,-0.384513866,0.030110304
17827,41.60316,-93.64312,-0.14272316,0.052491259,-0.384513866,0.030110304
18179,41.60316,-93.64312,-0.14272316,0.052491259,-0.384513866,0.030110304
18547,41.60316,-93.64312,-0.14272316,0.052491259,-0.384513866,0.030110304
18909,41.60316,-93.64312,-0.14272316,0.052491259,-0.384513866,0.030110304
19271,41.60316,-93.64312,-0.14272316,0.052491259,-0.384513866,0.030110304
19635,41.60316,-93.64312,-0.14272316,0.052491259,-0.384513866,0.030110304
19980,41.60316,-93.64312,-0.14272316,0.052491259,-0.384513866,0.030110304
20289,41.60316,-93.64312,-0.14272316,0.052491259,-0.384513866,0.030110304
17208,44.791435,-93.512535,0.69632862,0.012764472,0.444579566,0.03021245
17561,44.791435,-93.512535,0.69632862,0.012764472,0.444579566,0.03021245
17915,44.791435,-93.512535,0.69632862,0.012764472,0.444579566,0.03021245
18267,44.791435,-93.512535,0.69632862,0.012764472,0.444579566,0.03021245
18633,44.791435,-93.512535,0.69632862,0.012764472,0.444579566,0.03021245
18997,44.791435,-93.512535,0.69632862,0.012764472,0.444579566,0.03021245
19360,44.791435,-93.512535,0.69632862,0.012764472,0.444579566,0.03021245
19719,44.791435,-93.512535,0.69632862,0.012764472,0.444579566,0.03021245
20060,44.791435,-93.512535,0.69632862,0.012764472,0.444579566,0.03021245
17226,37.256138,-93.2999,-0.57055249,0.021010375,-0.666593653,0.014611422
