bin,mean,std
25.5,0.3105819864047619,0.6306253432858435
26.5,0.05278227327192982,0.6096623828173668
27.5,0.13113227595297028,0.6053136474839057
28.5,0.24835447056329105,0.5677095847256014
29.5,0.3856911640524862,0.48301945154659565
30.5,0.16753029446164197,0.5625262038130214
31.5,0.1992351244556575,0.560299727447873
32.5,0.1439843611213992,0.4893064297932169
33.5,-0.029581215193258452,0.5337190084362347
34.5,0.19189615515562905,0.5325063430842801
35.5,0.16734401065482238,0.519913656314661
36.5,0.22863148913598674,0.5559579486846479
37.5,0.23865477627142853,0.5413447867532548
38.5,0.10178493764742273,0.4702904426321196
39.5,0.21796737449793102,0.5287231865033322
40.5,0.22316929194560184,0.4837989985708363
41.5,0.13545854094122808,0.5166689632736587
42.5,0.21020175796937568,0.5250730122609624
43.5,0.20545354652976192,0.5299223085787684
44.5,0.10842703830263156,0.4928928742633713
45.5,0.05972920753626375,0.4912087677245641
46.5,0.20925310751877937,0.4801004843747318
47.5,0.17111099079558542,0.49255129861077324
48.5,-0.012067623333333397,0.4778391790370045
49.5,0.07256655819999998,0.4946678307522352
50.5,0.11861782177924529,0.49455283865118865
51.5,0.0675336300557769,0.5333685339430853
52.5,-0.03446333587937744,0.5755739478370436
53.5,0.1773112074310345,0.5673683047804762
54.5,0.24492577552298853,0.5419835358744111
